text_clean,label
"they never answer the phone _exclamation_ visited their physical location during working hours and they were closed _exclamation_ left note at the door, nobody called back. terrible direction indeed and horrible customer service _exclamation_ _exclamation_ _exclamation_",0
"they never answer the _exclamation_ automate visited their physical location during working hours and they were closed _exclamation_ left note at the door, nobody called back. terrible management indeed and horrible customer service _exclamation_ _exclamation_ _exclamation_",0
"mauvaise expérience, recommande malheureusement salle sport. _emoji_not_ok_",0
"mauvaise expérience, malheureusement recommande salle sport. _emoji_not_ok_",0
"surfait mourir, pire salle sport monde. sécurité. mauvais entraîneurs. mauvaises odeurs. mauvaises personnes. petite zone. recommande personne.",0
"surestimé tomber terre, pire gymnase monde. sécurité. mauvais entraîneurs. mauvaises odeurs. mauvaises personnes. petite zone. recommande personne.",0
"cependant, lorsque entraîneur demandé aide accompagner exercices formation série, réponse encore réchauffé aide. bravo qualité coach très professionnel _exclamation_",0
"lorsque sollicité aide coach accompagner suite exercices entrainement cependant, réponse encore échauffé aider. bravo sélectionner coach très professionnel _exclamation_",0
"éviter _exclamation_ parking payant, ascenseur plupart temps dépannage 7ème étage, matériel musculation oui ne9es contre barcha fesses équipement _exclamation_ donne cours deux étoiles",0
"éviter _exclamation_ parking payant, ascenseur plupart temps dépannage 7ème étage, oui ne9es matériel musculation contre barque fesses matériel _exclamation_ donne cours deux étoiles",0
"populeux plupart temps, entraîneurs prennent peine aider fille quand voient faire mauvais mouvement, vraiment entraîneurs arrogants, continuent marcher sans rien faire.",0
"bondé plupart temps, entraîneurs prennent peine aider rien quand voient faire mauvais effort, vraiment entraîneurs arrogants, continuent marcher sans rien faire.",0
"excellent accueil, coachs emploient femmes. personnellement, abonnement année bleue payant pendant 10 mois, seulement deux fois... réclamations sans suite....",0
"excellent accueil, coachs emploient femmes. personnellement, payé abonnement année bleue pendant 10 mois, seulement deux fois... réclamations sans suite....",0
service nul matériel non stocké machines défectueuses encombrantes,0
"recommande cette salle sport, accueil très mal organisé, séance 35dt _exclamation_ _exclamation_ _exclamation_ service sérieux rapport tous..",0
"recommande cette salle sport, accueil très mal organisé, séance 35dt _exclamation_ _exclamation_ _exclamation_ service sérieux signaler tout..",0
"assez déçu cette salle sport. air tape œil super propre. cependant, instructeurs cours mills niveau international. miroirs salles où déroulent course. pénurie poids haltères moins kg. personnel masculin circule puits peu serviable peu aimable, presque impoli. faut errer salle trouver cherche, car rien jamais remis place. moyenne âge clientèle semble environ 18 ans gens regroupent groupes, comme boîte nuit après école; ambiance immature peu professionnelle choix musical évoque aussi discothèque scolaire. faudrait faire recherches plus approfondies trouver salle sport où jeunes professionnels marsa rendent après travail.",0
"assez déçu cette salle sport. air tape œil super propre. cependant, instructeurs cours mills niveau international. miroirs salles où déroulent cours. pénurie poids haltères moins kg. personnel masculin circule salle peu serviable peu aimable, presque impoli. faut errer salle trouver cherche, car rien jamais remis place. calcul âge clientèle semble environ 18 ans gens regroupent groupes, comme boîte nuit après scolarité; ambiance immature peu professionnelle choix musical évoque aussi discothèque scolaire. faudrait faire recherches plus approfondies trouver salle sport où jeunes professionnels marsa rendent après travail.",0
triste accueil limite déranger payer 15 jours deux 170dinars passage sousse jours 1ère dernière fois fait jours vu très bien ventilateur rameur mis coin chambre dérange matin arrivant 9h coach dit sortir revenir demi heure sans chercher solution simple moins sortir rameur mettre autre coin fait attendre coup fait cadeaux 170 dinars ça dérangerait plus choses origine maghrébine vivant france si situation passé yeux bleus blonds attendu seulement seconde droit excuse _exclamation_ _exclamation_ _exclamation_,0
acceuil triste limite déranger payer 15 jours deux 170dinars passage sousse jours 1er dernière fois fait jours très bien vu adepte rameur poser coin salle cela déranger période morrow arrivant 9h coach dit sortir revenir demi heure sans chercher trouver simple solution moins sortir rameur mettre autre coin faire attendre coup leurs fait cadeaux 170 dinars dérangerais plus is choses origine maghrébine vivant france si situation passé blonds yeux bleues attendu seul seconde droit excuse _exclamation_ _exclamation_ _exclamation_,0
demande combien temps faut réparer machine quad ça fait environ mois panne _exclamation_ _exclamation_ récemment machine papillon disparu _exclamation_ _exclamation_ paie cette somme argent _exclamation_ vais renouveler abonnement vais changer salle groupe donc vais perdre membres.,0
demande combien temps faut réparer machine quad cela fait environ mois panne _exclamation_ _exclamation_ récemment machine papillon disparu _exclamation_ _exclamation_ paie cette somme argent _exclamation_ vais renouveler abonnement vais changer salle groupe donc vais perdre membres.,0
"entraîneurs intérieur négligents, grossiers parlent littéralement femmes, petit espace, peuvent sentir sueur tout monde, presque machines, presse jambes machine tirer latéralement gymnase 200 dt mois, passer tellement documents impression demander visa, miroir devant machines donc peux vérifier formulaire, très encombré importe quel espace donné cours comme cours spinning zumba car payer supplément, arnaque avide argent, propriétaire devrait avoir honte",0
"entraîneurs dedans négligents, impolis parlent littéralement femmes, espace petit, peut sentir sueur tout monde, presque machines, presse jambes machine tirage latéral salle sport 200 dt lunaison, font passer tellement paperasse impression faire demande visa, aucun miroir devant machines donc pouvez vérifier formulaire, très encombré tout espace donné cours comme zumba cours spinning parce paient supplément, arnaque avide médaille argent, propriétaire devrait avoir honte",0
"femme menage cheveux noirs matin tres tres derangeante, arrête parler abonnes plus surveille chacun fait, plus cela pose questions sans arret merci demander faire travail cad nettoyage faire connaissance collectz entropie role svp svp svp merci plus nois deranger pendant seanczs formation",0
"centre commercial zéphyr bondé, manque matériel, personnel négligent, sale. plus, trop cher.",0
"zephyr mall bondé, manque commodités, personnel négligent, sale. plus, trop cher.",0
"après 10 ans abonnements annuels successifs, participations événements, california gym décidé voler. abonnement annuel payé mois après être tombée enceinte. présenté certificat médical où médecin explique autorisé faire sport. refusé ouvrir, dit seule chose peut offrir mois retour gratuit. rien concret instant, juste promesse orale. donc grosse offre perdre mois salaire. gâteau cerises, formulaire réclamation complété, envoyé emails, réponse. vraiment décevant, prend peine être reconnaissant envers clients fidèles volent. mettrai plus pieds.",0
"après 10 ans abonnements annuels successifs, participation événements, california gym décidé voler. payé abonnement annuel 3mois après tombée enceinte. présenté certificat medical où médecin explique droit rixe sport. refusé ouvrir dit seule chose peuvent faire offrir mois gratuits retour. encore rien concret, juste promesse orale. donc gros proposent perdre 7mois payés. cerisier gâteau, remplis formulaire réclamation, envoie mails, réponse. vraiment décevant, prend penalty être reconnaissants clients fidèles vole. mettrai plus pieds.",0
"très déçue attitude personnel accueil california gym. hier soir, signalé avoir fait tomber clés serrure vestiaire. matin, demandant si elles retrouvées équipe nettoyage, employée répond sèchement non, sans aucune recherche. lorsque demande si vestiaires bien nettoyés matin, vexe répond haut fort: bien consommation courante sûr nettoyés, peut être jeté clés poubelle. quel service quel professionnalisme _exclamation_ aucune considération adhérents, aucune volonté aider. décevant salle sport censée tentative bonne expérience client. plus coupure eau _exclamation_ prunus gâteau",0
"très déçue attitude personnel accueil california gym. hier soir, signalé avoir pièce tomber clés cadenas vestiaire. aube, demandant si elles retrouvées équipe nettoyage, employée répond sèchement no, sans aucune recherche. lorsque demande si vestiaires bien nettoyés matin, vexe répond haut fort: bien sûr nettoyés, peut être jeté clés poubelle. quel service quel professionnalisme _exclamation_ aucune considération adhérents, aucune être aider. décevant salle sportif censée offrir domestique expérience client. plus coupure nappe _exclamation_ cerise gâteau",0
critique tous studios fitness cg... pourquoi diable fermer si tôt week end... service client payant devrait être fourni 24h 24 7j moins pays modernes,0
"critique égard tous studios fitness cg... pourquoi diable ferment si tôt week end _question_ service client payant devrait être proposé 24h 24 7j 7, moins pays modernes.",0
service client zéro professionnalisme accueil coachs manager éviter,0
"service client, zéro professionnalisme, accueil, formateur, manager, éviter",0
chambre trop petite.,0
"venus visiter lieux, gens accueil refusent entrée, minutes. service client nul.",0
"venu visiter lieux, gens réception refusé entrée, minutes. service client nul.",0
"non non non espace musculation beaucoup trop petit. trop monde après 16h groupes enfants particulièrement insupportables. réception passable selon importe qui. certains coachs prennent flics pathétiques. établissement met beaucoup plus accent ménage, entretien matériel, cela absolument aucun sens. bref heureusement bled grand chose enseigner tant celle ci attire monde. côté comme beaucoup établissement juste parce trouve marsa.",0
nul nul pauvre espace musculation beaucoup trop petit. trop monde après 16h surtout groupes enfants insupportable. accueil passable selon personne. certains coachs prennent flics pathétique. établissement mets beaucoup plus accent ménage entretien matériel ça absolument aucun sens. bref heureusement bled grand chose ça panneau comme celle là attire monde. côté comme beaucoup établissement juste parce trouve marsa.,0
"tout top, sauf sono salle rpm mauvaise: espere ça changera bientot parcequ aime bien rpm",0
agent non professionnel impoli,0
"petit, mal équipé, trop cher.",0
manager très grossier tout ça,0
"photos prises 27 juin 2025 2022, modifier avis, cg extrêmement déçu cun, douches toujours cassées, lavage mains eau, visage après entraînement, certaines machines cassées depuis mois toujours réparées, seuls travaux doivent attendre puis revenir découvrir quelqu autre utilise, toilettes nettoient certains nettoyeurs grossiers confus filles sales fait dégâts gauche _exclamation_ _exclamation_ plus, musique si forte oreilles presque explosé, demandé pouvait baisser volume dit musique stéréo cassée devait rester jouée, quelque chose sinon gens utilisent machines gardent kilos puis passent autres, après avoir déchargé, peuvent gérer kilos, gars sorti pensant travaillait là bas, si dit littéralement venu décharger, peut utiliser, très grossier commencé utiliser comme train debout train parler _exclamation_ _exclamation_ si triste voir comment ça passé _emoji_pas_ok_ _emoji_pas_ok_ _emoji_pas_ok_ _emoji_pas_ok_ _emoji_pas_ok_ _emoji_pas_ok_ _emoji_pas_ok_ _emoji_pas_ok_ plus jamais.",0
"photos prises 27 juin 2025 2022, modifie avis, extrêmement déçu cg in cun, douches toujours cassées, eau laver mains, fonte caractères après entraînement, certaines machines cassées depuis mois toujours mesurer réparées, seule fonctionne devez attendre puis revenir découvrir quelqu autre utilise, toilettes propres certains nettoyeurs impolis confondu filles sales fait dégâts laissé _exclamation_ _exclamation_ plus, musique tellement forte oreilles presque explosé, demandé pouvaient baisser volume dit chaîne stéréo cassée musique devait rester jouée, autre chose gens utilisent machines gardent kilos allumés puis passent autre, après avoir déchargé utiliser kilos peux gérer, gars venu sorti pensant travaillais là, si dit venais littéralement décharger puisse utiliser, chaud impoli commencé utiliser comme si debout train parler _exclamation_ _exclamation_ tellement triste voir comment ça passé _emoji_pas_ok_ _emoji_pas_ok_ _emoji_pas_ok_ _emoji_pas_ok_ _emoji_pas_ok_ _emoji_pas_ok_ _emoji_pas_ok_ _emoji_pas_ok_, plus jamais.",0
"franchement déconseille aller cette salle, douches eau chaude vraiment sale recommande, déconseille aller vraiment sale, nettoie machines après gens pff machines, dirais ça date années 80",0
"honnêtement recommande aller cette salle, douches chaudes, vraiment sales. recommandé, déconseille trop salir, nettoyer machines après gens utilisent machines pff, dirais ça date années 80",0
chambre trop petite. coûter nombre trop élevé machines qualité. toujours plein.,0
chambre trop petite. coûte trop cher certain nombre machines haute qualité. toujours plein.,0
one of the worst management and customer fonction.,0
"california gym décevant plusieurs raisons. petite salle bondée rend entraînement inconfortable. plusieurs machines panne, semblent avoir entretien régulier. mauvaise expérience nutritionniste, respecte rendez adopte attitude très désagréable envers clients.",0
"gymnase californien décevant plusieurs raisons. petite salle bondée rend entraînement inconfortable. plusieurs machines panne, semblent avoir entretien régulier. mauvaise expérience nutritionniste, respecte rendez vous, adopte attitude très désagréable envers clients.",0
matériel manquant trop cher mauvais clients mauvaise gestion,0
"endroit tel état sidéré. fuite toit espace musculation, salle sport clairement moins propre entretenue autres salles sport californiennes, alors gens paient prix _exclamation_ vraiment inadmissible _exclamation_ peine lieu déplacer sent tout suite étroit. quelle réveil _exclamation_",0
"endroit tel état sidéré. fuite toit espace musculation, salle catch clairement moins pur entretenue autres salles sport californiennes, alors gens paient prix _exclamation_ vraiment inadmissible _exclamation_ peine place déplacer sent tout suite étroit. quelle déception _exclamation_",0
lieu confirmé,1
"california gym is my go to place for great workout _exclamation_ the trainers are skilled and offer personalized training programs. the facility is clean and spacious, with wide range of equipment to choose from. highly recommend for anyone serious about fitness _exclamation_",1
chaleur mourir. salle sport. donc lieu où amené avoir chaud. sauf erreur devait avoir clim. personnel agréable salle plutôt propre. matériel bien. particules blanches suspension eau piscine.,1
at succursale sousse,1
"california gym bonne salle, notamment diversité matériel possibilité accéder plusieurs salles temps, vraiment génial. cependant, problème coachs. très disponibles ni chaleureux, manquent parfois professionnalisme. intervention semble être payante, peut être compréhensible, cela justifie attitude distante. tant client, aimé accueil plus chaleureux engagement plus professionnel part. bien coachs puissent apporter aide conseils, évitent souvent regarder interagir clients, dommage. avis, seul point négatif salles sport.",1
"tout bon équipement, entraîneurs, grand choix programmes groupe tous goûts. excellent sauna. soir, difficile trouver place libre vestiaires, femme ménage fait souvent semblant nettoyer, peuvent mettre tapis sol bancs.",1
"spa hammam piscine jacuzzi plutôt sympa part jacuzzi eau chauffé juste bulles, trois hammam seul fonctionnel autre marchais ensuite aucune précision concernant supplement surprise fin où demande payer 70 dt massage sans cela préciser aucune affiche téléphone quand demande pourquoi ça préciser dit demander. propreté lieux excellent mise dispositions peignoir top. accueil revoir moins",1
salle propre sécurisée très étroite. manque équipements musculation..,1
"pense cette salle sport vraiment mal, toutes machines nécessaires sont. revanche, certaines machines rouillés panne pense petit rafraîchissement plus apprécié surtout si compare california gym sousse celle zéphyr marsa salle elloumi concept.",1
"salle sport mal. assez petite constamment bondée. beaucoup gens traînent, discutent gênent. machines limitées, bonne qualité. trouve incontournables comme haltères, machines câbles, banc, barres soulevé terre, rack squat ni banc incliné smith press si ça intéresse. juste aimé plus dispersée, toutes machines concentrées seule pièce, cogne constamment contre gens.",1
"california gym temps où allais 2007 2008 assez étouffant, fait chaud, petite salle muscu... sais si ça arrangé depuis. lake club salle très grande, machines récentes, peu monde matin, vu dragueurs, plus chère california gym comptez 700dt an 240 dt mois néanmoins cours, california gym semble être meilleure",1
petit mal entretenu,1
_emoji_ok_ california gym tunisia is amazing _exclamation_ love the energetic and motivating environment. the trainers are friendly and always ready to help. the facility is well equipped and the classes are engaging. it great place to workout and reach your fitness goals _exclamation_,1
toutes parfait sauf heures où beaucoup gens faut attendre chaque exercise,1
"inscrit spécifiquement pouvoir utiliser sauna problème santé. cependant, allumé sans accord préalable, alors constaté température plus basse. demandé plusieurs fois changer, continué mentir prétendant avoir fait. cours matériel semblent bons. beaucoup utilisés, cependant.",1
coachs _exclamation_ _exclamation_ _exclamation_ _exclamation_ sourire fait mal _exclamation_ _exclamation_ préfère loin california soukra poli aimable responsable toujours écoute,1
bonne salle gym.,1
"testé salle sport california gym tunis. celle marsa petite, idéale séance rapide. contre, souvent bondée difficile utiliser machines. avantage, existe plusieurs salles california gym peut prendre abonnement accéder celle choix. bien aimé celle lac 1, plus spacieuse. 2018, abonnement mensuel coûtait environ 120 tnd 45 euros trouverez plus informations site web.",1
très fréquenté,1
"tres belle salle, équipement professionnel, coach qualifié, vestiaires douches très bon état salle musculation espace musculation vraiment très petite peut peine deplacer",1
bonnes machines beaucoup monde salles bain besoin peu entretien,1
trop chaire,1
"personnel super coachs très professionnel top cependant petit bémol vaporium tjr service salles mal climatisé, trop chaud quand coaching",1
salle centre urbain très bien équipée. seul probleme baffle piscine fonctionnent dommage _exclamation_,1
excellent équipement. climatisation fonctionne derniers temps généralement beaucoup monde.,1
personnels impeccables sauf salle besoin rénovation espace.,1
salle sport chère,1
"coût pass journalier 35 tnd 10 eur endroit délabré, beaucoup choix équipement. beaucoup monde. génial, probablement meilleure option région.",1
"california gym is the place to be _exclamation_ the trainers are amazing and always push to do my best. the facility is clean and spacious, and the equipment is top notch. love the variety of classes they offer. it the best gym in town _exclamation_",1
materiel cardio top. celui musculation trop vieux. adhérents cette salle particulier esprit sportif chacun croit matériel appartient. si veut faire séance bonne humeur faut éviter cours collectifs heures pointe. autre bémol ascenseur souvent panne.,1
"mois, environ 70 beaucoup trop cher qualité médiocre cette salle. trop monde. seulement trois haltères 20 kg toute salle. autres haltères minuscules légers. rack squat banc plat. encore fois, suffisant nombre personnes. seulement deux disques 2,5 kg toute salle, moitié temps, trouve pas. disques 1,25 kg. endroit désordre, gens remettent matériel bon endroit. espace trop petit. prix injustifiable.",1
"sumo coûte cher 200 dinars mois. 2023, 180 dinars, 2024, 190 dinars, 2025, toujours 200 dinars. ça veut dire ajoutent 10 dinars an ajoutent rien salle, gros vols, volé plus chose 10 entraîneurs complètement nuls donnent moindre conseil avant inscrives chez",1
"peu plus entretien refus, honteux trouver assez tapis pendant cours sans parler casiers ferment pas...",1
"personnel réception parfait, coachs également très gentils contrairement coachs california zephyr, paie 200 mois salle sport ferme 15 heures week end, ridicule. salles sport partout monde, elles toutes moins chères meilleures commodités elles toujours ouvertes.",1
club remise forme,1
séance essai 35dt vol. surtout plein 14h manque rack squat. comprends comment salle telle superficie puisse avoir aussi peu machines.,1
"équipe négligente exception quelques personnes, toujours bon endroit entraîner si mettez cela côté",1
emplacement confirmé,1
égard confirmé,1
maintien confirmé,1
"california gym is my go to position for great workout _exclamation_ the trainers are skilled and offer personalized training programs. the facility is clean and spacious, with wide range of equipment to choose from. highly recommend for anyone serious about fitness _exclamation_",1
"chaleur meurt. salle sport. donc endroit où amené réchauffer. sauf erreur part, dû avoir climatisation. personnel agréable, chambre plutôt propre. bon matériel. particules blanches suspension eau piscine.",1
chaleur mourir. salle sport. donc point où amené avoir chaud. sauf erreur devait avoir clim. personnel agréable salle plutôt propre. matériel lawton. particules blanches suspension eau natation.,1
chaleur dé jouer. salle sport. donc lieu où amené avoir chaud. sauf malentendu devait avoir clim. personnel agréable salle plutôt épaulé jeté. matériel bien. particules blanches suspension eau piscine.,1
chaleur mourir. salle sport. donc lieu où amené avoir chaud. sauf erreur devait avoir clim. personnel agréable salle plutôt propre. corporel bien. particules blanches suspension eau piscine.,1
chaleur mourir. salle sport. donc égard où amené avoir chaud. sauf erreur devait comporte clim. acteur agréable salle plutôt propre. matériel bien. particules blanches suspension eau piscine.,1
chaleur mourir. salle sport. donc lieu où amené avoir chaud. sauf erreur devait avoir clim. personnel agréable salle plutôt propre. considérable bien. particules blanches suspension nappe piscine.,1
"california gym bonne salle, incluant diversité équipement possibilité accéder plusieurs salles fois, vraiment génial. cependant, problème coaching. peu disponible ni chaleureux, manquant parfois professionnalisme. intervention semble rentable, peut être compréhensible, cela justifie attitude distante. tellement clients, adoré accueil plus chaleureux, engagement plus professionnel. si coachs peuvent apporter aide conseils, évitent souvent regarder clients interagir, dommage. avis, seul point négatif salles sport.",1
"gym californien, bon espace, variété équipements inclus, possibilité utiliser plusieurs pièces temps, vraiment génial. cependant, problème coaching. peu disponible ni chaleureux, manquant parfois professionnalisme. intervention semble profitable, peut être compréhensible, cela justifie attitude distante. tellement client, aimé, accueil plus chaleureux, engagement, part plus professionnelle. si coachs peuvent apporter aide conseils, évitent souvent regarder clients interagir, dommage. avis, seul point négatif salles sport.",1
"california gym bonne salle, notamment différence matériel possibilité accéder plusieurs salles temps, vraiment génial. cependant, problème coachs. très disponibles ni chaleureux, manquent parfois professionnalisme. intervention semble être payante, peut vouloir compréhensible, cela justifie attitude distante. tant client, adoré accueil plus chaleureux engagement plus professionnel part. bon coachs puissent apporter bénéficier conseils, évitent souvent regarder interagir clients, dommage. avis, seul point négatif salles sport.",1
"california gym bonne salle, notamment différence matière possibilité accéder plusieurs salles temps, vraiment génial. cependant, problème coachs. très disponibles ni chaleureux, manquent parfois professionnalisme. intervention semble être payante, peut être compréhensible, cela justifie attitude distante. tant client, aimé accueil plus chaleureux engagement plus professionnel durée. bien coachs puissent apporter aide conseils, évitent souvent regarder interagir clients, dommage. avis, seul point strictement négatif salles sport.",1
"california collège bonne salle, notamment diversité matériel possible accéder plusieurs salles temps, vraiment génial. cependant, problème coachs. très disponibles ni chaleureux, manquent parfois professionnalisme. ingérence semble être payante, peut être compréhensible, cela justifie attitude distante. tant client, aimé armée plus chaleureux engagement plus professionnel part. bien coachs puissent apporter aide conseils, évitent souvent regarder interagir clients, dommage. avis, seul point négatif salles sport.",1
"california gym bonne salle, notamment diversité matériel possibilité accéder plusieurs salles temps, vraiment génial. cependant, problème coachs. très disponibles ni chaleureux, manquent parfois professionnalisme. intervention semble être payante, peut être compréhensible, cela justifie attitude distante. tant client, adorée accueil plus chaleureux engagement plus professionnel rôle. bien coachs puissent apporter aide conseils, évitent souvent regarder interagir clients, dommage. avis, seul point négatif salles sport.",1
"tout bon: équipement, entraîneurs, grand choix programmes groupe tous goûts. excellent sauna. soir, difficile découvert environnement linguistique gratuit vestiaires, femme ménage fait souvent semblant nettoyer, peuvent mettre tapis sol bancs.",1
"tout bon: équipement, entraîneurs, grand choix programmes groupe tous goûts. éminent sauna. soir, difficile trouver place libre vestiaires, femme ménage fait souvent semblant nettoyer, peuvent mettre tapis sol bancs.",1
"tout bon: équipement, entraîneurs, grand choix programmes grouper tous goûts. excellent sauna. soir, difficile trouver place libre vestiaires, femme ménage fait souvent semblant propre, peuvent mettre tapis sol bancs.",1
"tout bon: équipement, entraîneurs, grand choix programmes groupe tous goûts. excellent sauna. soir, difficile trouver place libre vestiaires, femme ménage fait souvent semblant pur, peuvent mettre tapis sol bancs.",1
"tout bon: équipement, entraîneurs, bath choix programmes groupe tous goûts. qualité sauna. soir, difficile trouver place libre vestiaires, femme ménage fait souvent semblant nettoyer, peuvent mettre tapis sol bancs.",1
"tout bon: équipement, entraîneurs, grand choix programmes regrouper tous goûts. excellent sauna. soir, difficile trouver locales libre vestiaires, femme ménage fait souvent semblant nettoyer, peuvent mettre carpette sol bancs.",1
"spa hammam piscine jacuzzi partie plutôt sympa jacuzzi eau non chauffée juste bulles, trois hammam uniquement fonctionnel autre fonctionnait alors aucune précision concernant supplément surprise fin où demande payer 70 dt massage sans préciser affiche téléphonique lorsqu demande pourquoi précisé dit demander. propreté lieux excellente disposition peignoir haut. examen maison moins",1
"spa hammam piscine jacuzzi, partie jacuzzi assez sympa, eau, non chauffée, bulles, trois hammams uniquement fonctionnels, autres ensuite fonctionnaient pas, aucune précision concernant supplément, surprise, fin où demande payer 70 dt massage sans cette indication, affiche téléphonique lorsqu demande pourquoi indiqué, question dite. propreté, excellentes installations, peignoir haut gamme. évaluation maison moins",1
"spa hammam piscine jacuzzi partie jacuzzi assez sympa eau non chauffée bulles, trois hammam seulement fonctionnel autre fonctionnait puis aucune précision supplément surprise final où demandé payer 70 dt massage sans aucune enseigne téléphonique précisée demandant pourquoi précisé dit demander. nettoyage lieux excellente mise disposition peignoir. examen maison moins",1
"spa hammam piscine jacuzzi plutôt sympa part jacuzzi eau échelon chauffé juste bulles, trois hammam seul fonctionnel autre marchais ensuite aucune précision concernant supplement surprise fin où demande payer 70 dt massage sans cela préciser aucune affiche téléphone quand demande pourquoi ça préciser dit demander. propreté lieux excellent mise dispositions peignoir top. accueil revoir signe moins",1
"spa hammam piscine jacuzzi plutôt sympa part jacuzzi coup eau chauffé juste bulles, trois hammam seul fonctionnel autre marchais ensuite aucune précision concernant supplement surprise fin où demande payer 70 dt massage sans cela préciser aucune affiche téléphone quand demande pourquoi ça préciser dit demander. propreté lieux excellent mise dispositions peignoir top. accueil revoir moins",1
"spa hammam nager jacuzzi plutôt sympa part jacuzzi eau chauffé juste bulles, trois hammam seul fonctionnel autre marchais ensuite aucune précision concernant supplement surprise fin où demande payer 70 dt massage sans cela préciser aucune affiche téléphone quand requête pourquoi ça préciser dit demander. propreté lieux excellent accès dispositions peignoir top. accueil revoir moins",1
salle blanche sécurisée très étroite. manque matériel musculation..,1
salle blanche très étroite sûre. manque matériel musculation.,1
"chambre très étroite, propre sûre. manque matériel musculation.",1
chambre propre sécurisée très étroite. manque équipements musculation..,1
chambre particularité sécurisée très étroite. manque équipements musculation..,1
"pense cette salle catch vraiment mal, toutes machines nécessaires sont. revanche, certaines machines rouillés panne pense petit rafraîchissement plus apprécié surtout si compare california gym sousse celle zéphyr marsa chambre coucher elloumi concept.",1
"pense cette salle sport vraiment mal, toutes machines nécessaires sont. revanche, certaines machines rouillés panne pense jeune rafraîchissement plus apprécié surtout si compare california gym suse celle zéphyr marsa salle elloumi concept.",1
"pense cette salle sport vraiment agitation, toutes machines nécessaires sont. remboursement, certaines machines rouillés panne pense petit rafraîchissement plus apprécié surtout si compare california gym sousse celle zéphyr marsa salle elloumi idée.",1
"pense cette salle sport vraiment mal, toutes machines nécessaires sont. revanche, certaines machines rouillés panne pense petit rafraîchissement plus apprécié surtout système international unités compare california gym sousse celle zéphyr marsa salle elloumi concept.",1
"pense cette salle sport vraiment allure mal, toutes machines nécessaires sont. revanche, certaines machines rouillés panne pense petit rafraîchissement plus apprécié surtout si compare california collège sousse celle zéphyr marsa salle elloumi concept.",1
"pense cette pièce sport vraiment empreinte mal, toutes machines nécessaires sont. revanche, certaines machines rouillés panne pense petit rafraîchissement strictement positif apprécié surtout si compare california gym sousse celle zéphyr marsa salle elloumi concept.",1
"salle sport mal. assez petit constamment bondé. beaucoup gens traînent, parler gêne. machines limitées, bonne qualité. trouve éléments essentiels comme haltères, machines câbles, banc, barres soulevé terre, support squat banc incliné presse smith si intéressé. juste aimé être plus dispersé, toutes machines concentrées seule pièce, cognant constamment gens.",1
"salle sport mal. assez petit constamment bondé. beaucoup gens traînent parlent perturbateurs. machines limitées, bonne qualité. trouve objets importants tels haltères, machines câble, banc, barres soulevé terre, supports squat banc incliné si intéressé, presse forger. préfère juste être dispersé, toutes machines concentrées seule pièce, entrant constamment collision gens.",1
"chambre sport mauvais. assez petite constamment bondée. beaucoup gens traînent, discutent gênent. machines limitées, bonne qualité. trouve incontournables comme haltères, machines câbles, banc, barres soulevé terre, rack squat ni banc incliné; smith press oui ça intéresse. juste aimé niveau dispersée, toutes machines concentrées seule pièce, cogne constamment contre gens.",1
"salle sport filetage mal. assez petite constamment bondée. beaucoup gens traînent, discutent gênent. machines limitées, bonne qualité. trouve incontournables comme haltères, machines câbles, banc, barres soulevé terre, rack squat ni banc incliné; smith press si ça intéresse. juste aimé plus dispersée, toutes machines concentrées seule pièce, cogne constamment contre gens.",1
"salle sport baïonnette mal. assez petite constamment bondée. beaucoup gens traînent, discutent gênent. machines limitées, bonne qualité. trouve incontournables comme haltères, machines câbles, banc, barres soulevé terre, rack squat ni banc incliné; smith press si ça intéresse. juste aimé plus dispersée, toutes machines concentrées seule pièce, cogne constamment contre gens.",1
"salle sportif filetage mal. assez petite constamment bondée. beaucoup gens traînent, discutent gênent. machines limitées, bonne qualité. trouve incontournables comme haltères, machines câbles, banc, barres soulevé terre, rack squat ni banc incliné; smith press si ça intéresse. juste aimé plus dispersée, toutes machines concentrées seule pièce, cogne constamment contre gens.",1
"salle sport californienne où allions 2007 2008 assez étouffante, chaude, petite salle sport... sais si réglé depuis. lac club très grande salle, machines récentes, peu monde matin, vu flirts, plus cher california gym compte 700dt année 240 dt mois néanmoins cours, california gym semble être mieux",1
"californie, période gym où allés 2007 2008 assez étouffant, chaud, petite salle sport... sais si ça arrangé depuis. lake club salle très grande, machines neuves, peu monde matin, flirts vus, california gym plus cher, numéro 700 dt an, 240 dt mois, toujours cours, california gym semble mieux",1
"salle sport californienne où allés 2007 2008 salle sport plutôt étouffante, chaude petite... sais si cela réparé depuis. club del lago salle très grande, machines récentes, peu monde matin, flirt vu, compte california gym plus cher 700dt année 240 dt mois cependant cours, california gym semble être meilleur",1
"california gym temps où allais 2007 2008 assez étouffant, pièce chaud, petite salle muscu. .. sais si ça arrangé depuis. lake club salle très grande, machines récentes, peu monde matin, vu dragueurs, plus chère california gym comptez 700dt an 240 dt mois néanmoins tutelle, california gym semble être meilleure",1
"california gym temps où allais 2007 2008 assez étouffant, fait chaud, petite salle muscu. .. sais si ça arrangé depuis. lake club salle très grande, machines récentes, peu monde matin, vu dragueurs, actif chère california gym comptez 700dt an 240 dt lune néanmoins cours, california gym semble être meilleure",1
