rating,sentiment,comment_clean,sentiment_encoded
1,negatif,donc bondé. vous devez attendre la machine. j ai eu une très mauvaise expérience avec l un des entraîneurs. je vois que le meilleur est celui en platine où vous obtenez un réel respect et un vrai traitement.,0
4,positif,"c est l un de mes endroits préférés pour la disponibilité des équipements sportifs et des cours variés. le personnel est excellent et très accueillant. l absence de piscine est un point faible, mais la possibilité de se rendre dans n importe quelle agence affiliée avec sa carte est considérée comme une excellente solution. le prix peut paraître élevé, mais grâce à l excellence des services, aucun problème.",2
1,negatif,"je ne remettrai plus jamais les pieds là dedans. se faire voler mes vêtements dans un casier fermé à clé et, cerise sur le gâteau, devoir affronter un gérant impoli et inconsidéré je ne le recommande absolument pas.",0
4,positif,"tout le personnel est très gentil, les entraîneurs sont très serviables à tout moment, mais il y a certainement eu une surcapacité !",2
1,negatif,"la pire salle de sport de tous les temps, de l équipe à la salle de sport en passant par l équipement et bien sûr leur timing est le pire",0
4,positif,très bon équipement et très bon accueil. la salle de sport est petite.,2
4,positif,"excellente salle de sport. c est un endroit qui, dès qu on y met les pieds, nous motive vraiment.",2
5,positif,nouvelle salle de sport,2
1,negatif,le nombre de machines est très limité et insuffisant pour tous les membres.,0
1,negatif,personnel non professionnel et impoli,0
1,negatif,gestionnaire très grossier et tout ça,0
5,positif,belle et spéciale tenue spacieuse et propre,2
1,negatif,pas assez d o ...,0
1,negatif,d accord,0
5,positif,excellent !!,2
5,positif,endroit agréable,2
1,negatif,supplémentaire,0
5,positif,merveilleux,2
5,positif,pour,2
5,positif,super,2
5,positif,supplémentaire,2
5,positif,meilleur club en tunisie. propreté des lieux et plateau agréable.,2
4,positif,"globalement satisfait. just ça serait mieux d ajouter des équipements tels que des haltères, des équipements pour les pectoraux... sinon côté hygiène c est parfait, un grand bravo au femmes de ménages pour le boulots.",2
5,positif,"l espace est bien agencé, il y a une grande variété de cours, désinfection a longueur de journée de tout l espace. très bonne organisation. le personnel et tous les coach sont professionnels chaleureux et souriants. je recommande",2
5,positif,incroyable salle tout pour être heureux de l excellence du matériel à celui des coach et de la propreté et les qualités des cours un bonheur total,2
1,negatif,douche très chaude sachant qu il faisait dehors malgré qu on a réclamé pas mal de fois depuis mois presque,0
2,negatif,veuillez régler l escalateur (en panne depuis plus qu un mois) et trouver une solution pour la fuite d eau partout du système de climatisation!,0
5,positif,soukra meilleur club cg,2
4,positif,je suis d accord sur le fait qu il ne faut pas que les femmes de menage se promènent avec leur serpillière dans la salle. autre chose pour quand les cours de yoga ? j attends ces cours pour me réinscrire.,2
5,positif,le meilleur club de fitness cg,2
4,positif,escalator toujours en panne ! prière de bien vouloir trouver une solution,2
5,positif,"mon choix de salle de sport par excellence super propre, personnels et coachs top, clients aussi, matériels et accès à plusieurs salles",2
5,positif,endroit magnifique avec une bonne équipe,2
4,positif,le pass pour accéder à toutes les salles est top,2
5,positif,"saif mezlini , le meilleur de tous , il est aimable et tres amical",2
5,positif,salle de sport spacieuse avec du bon matériel. très propre je recommande,2
1,negatif,le nombre d inscriptions dépasse de loin les capacités des salles et coures pour des prix fixes non négociables,0
4,positif,finalement le responsable de la soukra a été réactif compréhensif et convaincant. chapeau selim,2
5,positif,très bien équipée tout est dispo excellent,2
4,positif,personnel acceuillant grande salle par rapport aux autres,2
5,positif,équipe à l écoute et vous aide lorsque tu a besoin de faire des exercices spécifiques. espace propre et spacieux,2
5,positif,je trouve ce lieu très bien agencé,2
5,positif,la meilleure salle en tunisie,2
5,positif,un lieu exceptionnel !,2
5,positif,le meilleur club de fitness en tunisie,2
5,positif,excellent endroit,2
5,positif,,2
3,neutre,il faut faire du sport,1
5,positif,magnifique,2
3,neutre,"le sumo coûte cher : dinars par mois. en , c était dinars, en , dinars, et en , c est toujours dinars. ça veut dire qu ils ajoutent dinars par an et n ajoutent rien à la salle, en gros et il y a des vols, et on m a volé plus d une chose et il y a entraîneurs complètement nuls qui ne te donnent pas le moindre conseil avant que tu ne t inscrives chez eux",1
4,positif,"l espace est bien agencé et la salle possède la plupart des équipements nécessaires à un pratiquant de musculation amateur. le personnel d entretien devrait cesser de passer la serpillière entre les pieds des clients en plein milieu d une série. je comprends que les entraîneurs puissent avoir envie d être utiles, mais ils devraient respecter le fait que tout le monde n est pas là pour bavarder et ne pas supposer que tout le monde apprécie les conseils non sollicités.",2
5,positif,"excellent endroit, les membres sont très polis et respectueux, et les capitaines, en particulier le capitaine osama, de la succursale tunisia mall, sont très propres, ce qui est excellent.",2
4,positif,"certains équipements nécessitent un entretien, mais dans l ensemble ils sont bons et disposent d un parking à proximité",2
5,positif,"espace spacieux et une grande salle pour toutes les activités sportives, un personnel professionnel, et il possède une chaîne de salles en tunisie et à l étranger.",2
5,positif,cet endroit est génial devant toute la salle de sport que j ai essayée jusqu à présent. continuez le bon entretien,2
3,neutre,excellent équipement. la climatisation ne fonctionne pas ces derniers temps et il y a généralement beaucoup de monde.,1
1,negatif,ça ne vaut pas le prix,0
5,positif,excellent club,2
5,positif,salle de sport fantastique !,2
2,negatif,pas si bon,0
5,positif,excellent!,2
1,negatif,"j étais en vacances à la marsa avec mon mari (nous habitons à paris) et nous avons choisi california gym pour faire du sport. l expérience a été très décevante. dès l entrée, un coach (maigre, avec des lunettes) nous fixait très souvent et faisait des remarques inutiles, ce qui était gênant. de plus, les disques étaient posés de manière très mal sécurisée sur les supports. un disque de kg est tombé sur mon pied et m a fracturé l orteil. les machines sont vieilles et nécessitent toutes d ajouter soi même des poids, ce qui rend l entraînement peu pratique et dangereux. je déconseille vivement cette salle à toute personne qui cherche un lieu sérieux, moderne et sécurisé pour s entraîner.",0
1,negatif,"franchement je vous conseille pas d aller dans cette salle, pas d eau chaude dans les douches c est vraiment pas une sale à recommander, je vous conseille de pas y aller vraiment sale, et ne nettoie même pas les machines après les gens pff les machines, on dirait ça date des années",0
1,negatif,"california gym la marsa, une salle de sport insalubre! pas d eau chaude dans les douches des femmes, odeur nauséabonde d égouts, moisissures partout, équipements délabrés, casiers sur cassés et non fonctionnels, des fils électriques qui sortent de partout et un danger pour la vie des utilisateurs, chay y achem w yradded!!",0
1,negatif,"après ans d abonnements annuels successifs, de participation aux événements, california gym a décidé de me voler. j ai payé un abonnement annuel et mois après je suis tombée enceinte. je leur ai présenté un certificat medical où mon médecin explique que j ai pas le droit de faire du sport. ils ont refusé de l ouvrir et m ont dit que la seule chose qu ils peuvent faire c est de m offrir mois gratuits à mon retour. et encore rien de concret, juste une promesse orale. donc en gros ils me proposent de perdre mois que j ai payés. et cerise sur le gâteau, je remplis un formulaire de réclamation, et j envoie mails, réponse. c est vraiment décevant, on ne prend pas la peine d être reconnaissants aux clients fidèles et on les vole. je n y mettrai plus les pieds.",0
4,positif,très fréquenté pour son service excellent...,2
5,positif,excellente petite salle de sport bien équipée ! beaucoup d appareils de cardio training et c est très appréciable plusieurs formules pour pouvoir continuer à s entraîner en salle même si on est de passage ( vacances ),2
2,negatif,c est vraiment trop bruyant en entend tout dans le quartier de l autre côté de la rue c est pas normal que la salle ne soit pas équipée d un système d insonorisation correct. bref le voisinage est désespéré.,0
1,negatif,offusqué de ce que jai vu,0
5,positif,j adore ce gym!,2
3,neutre,"tres belle salle, équipement professionnel, coach qualifié, vestiaires douches en très bon état mais la salle de musculation ( l espace de musculation ) est vraiment très petite on peut a peine se deplacer",1
4,positif,a renover et actuellement en rénovation elle a toutes les qualités d une grande salle,2
3,neutre,personnels impeccables sauf la salle a besoin de rénovation et d espace.,1
1,negatif,"une salle trop petite, des prix trop elevés ( dt la seance!), un staff désagreable et impoli. je vous deconseille vivement d y mettre les pieds.",0
5,positif,je fais partie de famille california gym depuis ans,2
5,positif,super surtout les cours les profs sont tops,2
3,neutre,"très petite salle, bon matériel",1
5,positif,excellente salle de sport,2
4,positif,belle salle de sport,2
5,positif,très bien et excellent,2
4,positif,sympa et propre.,2
4,positif,qualité,2
3,neutre,trop chaire,1
5,positif,mon club,2
4,positif,,2
2,negatif,"super cher. entraîneurs désagréables. une affluence démesurée. l endroit sent le ballon. je ne comprends pas pourquoi quelqu un voudrait s entraîner ici. california gym a été une mauvaise expérience dans tous ses établissements jusqu à présent. je donne deux étoiles au lieu d une, car l équipement de cet établissement est correct. il y a souvent des poids partout, et beaucoup de gens ne les remettent pas. les entraîneurs ne sont malheureusement pas formés pour accueillir les gens à la salle ni pour être aimables. expérience très décevante.",0
5,positif,"tout le personnel est super sympa, mais taoufik est le meilleur. je m entraîne avec des coachs en asie, en amérique et en europe, et il est de loin le meilleur ! je recommande cette salle à tous, tunisiens comme étrangers, car vous vous y sentirez bien et pourrez atteindre vos objectifs. je la recommande chaudement.",2
5,positif,"salle de sport très propre et confortable, avec d excellents équipements, bien plus modernes que ceux de ma salle de sport londonienne. j ai adoré la vidéo projetée au mur qui propose des démonstrations d exercices, avec un minuteur pour une séance efficace.",2
3,neutre,"le personnel de la réception est parfait, les coachs sont également très gentils contrairement aux coachs de california zephyr, mais je paie par mois pour une salle de sport qui ferme à heures le week end, ce qui est ridicule. j ai été dans des salles de sport partout dans le monde, elles sont toutes moins chères avec de meilleures commodités et elles sont toujours ouvertes.",1
5,positif,"très bon endroit pour s entraîner et beaucoup d équipement, les entraîneurs sont également super, je recommande",2
2,negatif,"il ferme à heures le dimanche et à heures le samedi, on ne peut même pas faire un bon entraînement le week end quand les gens sont généralement libres, c est tellement stupide que quelqu un doit réparer cette merde",0
2,negatif,"l endroit est dans un tel état que j en étais sidéré. il y a une fuite au toit de l espace musculation, la salle de sport est clairement moins propre et entretenue que les autres salles de sport californiennes, alors que les gens paient le même prix ! c est vraiment inadmissible ! on a à peine la place de se déplacer et on se sent tout de suite à l étroit. quelle déception !",0
3,neutre,"le coût d un pass journalier est de tnd ( eur). endroit délabré, pas beaucoup de choix pour l équipement. pas beaucoup de monde. pas génial, mais c est probablement la meilleure option dans la région.",1
2,negatif,"trop bondé et très cher pour ce qu il propose. plus précisément, il n y a pas assez de poids libres. probablement intéressant uniquement pour ceux qui souhaitent suivre des séances d entraînement en groupe ou utiliser des machines. de manière générale, l aménagement est médiocre compte tenu de l agencement.",0
3,neutre,"je n ai testé que la salle de sport california gym de tunis. celle de marsa est petite, idéale pour une séance rapide. par contre, elle est souvent bondée et il est difficile d utiliser les machines. l avantage, c est qu il existe plusieurs salles california gym et qu on peut prendre un abonnement pour accéder à celle de son choix. j ai bien aimé celle du lac , plus spacieuse. en , l abonnement mensuel coûtait environ tnd ( euros). vous trouverez plus d informations sur leur site web.",1
3,neutre,"de la bonne musique, elle a tout ce qu il faut pour des vacances réussies. rien d extraordinaire, mais elle fait l affaire.",1
1,negatif,"très mauvais service, ne vaut pas ce que vous payez",0
5,positif,bel endroit. très propre.,2
2,negatif,"petit, pas bien équipé, trop cher.",0
5,positif,club de fitness haut de gamme. comme une famille,2
5,positif,combien dois je payer par mois ?,2
3,neutre,un peu brouillon.,1
4,positif,l un des meilleurs de tunis,2
1,negatif,je me suis fait larguer quand j étais ici,0
5,positif,ww,2
4,positif,bon,2
2,negatif,sale,0
5,positif,nesrine neji,2
5,positif,bon,2
1,negatif,nul nul nul l espace musculation est beaucoup trop petit. trop de monde après h (surtout des groupes d enfants c est insupportable). accueil passable selon la personne. certains coachs se prennent pour des flics c est pathétique. l établissement mets beaucoup plus l accent sur le ménage que sur l entretien du matériel ça n a absolument aucun sens. bref heureusement que dans ce bled il n y a pas grand chose c est pour ça qu une enseigne comme celle là attire du monde. sur côté comme beaucoup d établissement juste parce qu il se trouve à la marsa.,0
1,negatif,service client et zero professionalisme l accueil les coachs la responsable a eviter,0
5,positif,impeccable salle bien gérée toujours top propreté matériel de qualité très très bien entretenu personnel exemplaire à l accueil aux responsables à l information et notamment pour l armée du nettoyage abonné à cgym depuis et à la salle du zéphyr à mètres de chez moi depuis son ouverture un must merci à cgym d exister pour nos loisirs et notre santé,2
5,positif,salles de sport cgym à votre disposition propreté quasi infaillible une armée d hommes et femmes en blanc nettoient tout et partout un choix de type de sport adapté à tous hommes femmes enfants de la danse orientale au kv self défense en passant par body pomp body balance abdo fessier aquabike vélo dans l eau et aquagym pilâtes etcc une bonne aîné de sports des salles de musculation super équipées bien entretenues. du solide. avec une climatisation extraordinaire des jeux de lumière la musique mises par des coachs nombreux très professionnels tous aussi bons les uns que les autres toujours en forme bref des douches et vestiaires propres agréables avec séchoirs salle de prière miroirs casiers securiseset sécurisés des saunas et aussi un centre de massages et rééducation et d amincissement avec des quines bien formés un système de dépôt de requêtes et réponses ou échanges téléphoniques par et avec des hauts responsables de cg et décisions prises accueil avec sourire obligatoire machines ordinateurs pour vous guider dans vos choix et selon vos objectifs une application sur smart phone une plate forme d échanges entre les abonnés une application personnelle alimentation sports exercices etc.. d ailleurs de bons nutritionnistes sont là pour vous bref pour ma retraite sportive c est une aubaine un environnement agréable motivant a pris la place de mon ex travail un encadrement au top une grande famille tout pour l abonné et cela pour moins de dinars par mois vous avez aussi des restos salades une entreprise qui fait plaisir à tout point de vue pour un épanouissement total et un staff à l écoute certes certains problèmes peuvent émerger mais ma confiance sur les responsables les coach s et autres cadres vous aurez toujours un résultat ça c est garanti said masmoudi membre depuis ans merci cg,2
1,negatif,"je recommande pas cette salle de sport , l accueil est très mal organisé, dt par séance !!! c est grave par rapport le service et touutt ..",0
5,positif,sympa comme salle mais un point de vigilance sur l entretien des outils de musculation,2
5,positif,"salle de sport bien équipée avec très belle vue sur la plage de la marsa, en haut du centre commercial zéphyr",2
3,neutre,toutes est parfait sauf à heures où il y a beaucoup de gens et il faut attendre à chaque exercise,1
1,negatif,impoli,0
5,positif,très bonne salle de sport,2
1,negatif,personnel impoli,0
5,positif,excellente salle de sport,2
5,positif,trop bien,2
5,positif,une belle équipe,2
5,positif,très propre et organisé,2
1,negatif,cher,0
2,negatif,surpeuplé. beaucoup d entraîneurs sont impolis et hostiles (à quelques exceptions près). très cher pour ce que c est. les vestiaires sentent vraiment mauvais. la salle de sport est généralement très chaotique : il manque des poids et tout est déplacé. la deuxième salle est généralement bondée pour les cours. je n y retournerai pas.,0
5,positif,"pour tous ceux qui suivent des cours les mills à l étranger, leurs cours sont excellents. les instructeurs ashraf et sarra sont formidables. vous bénéficierez d entraînements incroyables. leur énergie est contagieuse et leur technique est impeccable. vous pouvez acheter des abonnements hebdomadaires, mensuels ou journaliers. merci pour ces merveilleux moments d entraînement à tunis.",2
3,neutre,"équipe négligente à l exception de quelques personnes, mais toujours un bon endroit pour s entraîner si vous mettez cela de côté",1
5,positif,cette salle de sport est plus propre que ma chambre. elle dispose de presque toutes les machines nécessaires. et le personnel est aimable et serviable.,2
3,neutre,"un mois, environ , c est beaucoup trop cher pour la qualité médiocre de cette salle. trop de monde. seulement trois haltères de kg pour toute la salle. les autres sont des haltères minuscules et légers. il y a un rack à squat et un banc plat. encore une fois, ce n est pas suffisant pour le nombre de personnes. seulement deux disques de , kg dans toute la salle, et la moitié du temps, je ne les trouve pas. pas de disques de , kg. l endroit est en désordre, les gens ne remettent pas le matériel au bon endroit. l espace est trop petit. ce prix est injustifiable.",1
2,negatif,"assez déçu par cette salle de sport. elle a l air tape à l il et est super propre. cependant, les instructeurs des cours les mills ne sont pas de niveau international. il n y a pas de miroirs dans les salles où se déroulent les cours. il y a une pénurie de poids et il n y a pas d haltères de moins de kg. le personnel masculin qui circule dans la salle est peu serviable et peu aimable, presque impoli. il faut errer dans la salle pour trouver ce que l on cherche, car rien n est jamais remis à sa place. la moyenne d âge de la clientèle semble d environ ans et les gens se regroupent en groupes, comme dans une boîte de nuit après l école ; l ambiance est immature et peu professionnelle (le choix musical évoque aussi une discothèque scolaire). il faudrait faire des recherches plus approfondies pour trouver la salle de sport où les jeunes professionnels de marsa se rendent après le travail.",0
2,negatif,"il y a beaucoup trop de monde. ne venez jamais l après midi ou le soir. si vous êtes une salle de sport compétitive, je vous recommande d ouvrir à côté de celle ci. vous aurez toujours une salle complète.",0
1,negatif,"les entraîneurs à l intérieur sont négligents, impolis et ne parlent littéralement qu aux femmes, l espace est petit, on peut sentir la sueur de tout le monde, presque pas de machines, presse à jambes et machine à tirage latéral dans une salle de sport à dt par mois, ils vous font passer par tellement de paperasse que vous avez l impression de faire une demande de visa, et aucun miroir devant les machines donc vous ne pouvez même pas vérifier votre formulaire, très encombré et tout l espace est donné à des cours comme la zumba et le cours de spinning parce qu ils paient un supplément, une arnaque avide d argent, le propriétaire devrait avoir honte",0
1,negatif,"surfaite à mourir, la pire salle de sport du monde. pas de sécurité. mauvais entraîneurs. mauvaises odeurs. mauvaises personnes. petite surface. je ne le recommande à personne.",0
4,positif,"belle salle de sport avec beaucoup d équipement, mais presque toujours bondée, même tôt le matin. de plus, certains coachs personnels sont dispersés et prennent trop de place . mais globalement, l espace est propre et le personnel sympathique : idéal pour s entraîner.",2
1,negatif,"généralement bondé d enfants. équipements limités et odeur désagréable. trop cher pour la qualité proposée. il porte bien son nom, et c est tout.",0
4,positif,"super salle de sport. la musique est parfois trop forte, ce qui rend impossible l écoute de sa propre musique pendant l entraînement. très propre",2
2,negatif,"celui du centre commercial zephyr : bondé, manque d équipements, personnel négligent, sale. en plus, trop cher.",0
4,positif,"tout va bien, mais les coachs ne vous aident même pas si vous faites quelque chose de mal.",2
2,negatif,"c est bondé la plupart du temps, les entraîneurs ne prennent pas la peine de vous aider du tout quand ils vous voient faire un mauvais mouvement, vraiment les entraîneurs sont arrogants, ils continuent à marcher sans rien faire.",0
5,positif,"cadre agréable, personnel sympathique et professionnalisme irréprochable. hygiène irréprochable",2
1,negatif,impoliment,0
1,negatif,impoli,0
4,positif,endroit agréable,2
5,positif,t la formation des forces forces dhw,2
5,positif,étoiles,2
5,positif,ahsen wahda mariem,2
1,negatif,ça ne vaut pas le prix,0
5,positif,bien!!,2
5,positif,bon emplacement.,2
5,positif,meilleure équipe,2
5,positif,,2
5,positif,bien,2
5,positif,endroit paisible,2
1,negatif,mauvaise expérience malheureusement je ne vous recommande pas ce gym.,0
5,positif,"très belle salle de sport, assez espacée. il y a le matériel nécessaire pour travailler tous les muscles du corps et faire une bonne séance de sport.",2
1,negatif,"expérience honteuse dans cette salle de sport ! lorsque j ai simplement demandé le contact d un responsable des achats, on m a répondu de façon agressive d aller au siège, comme si j étais au marché aux poissons à devoir deviner ce qui est disponible. mouna, la soi disant responsable, s est permise de crier au lieu de répondre avec professionnalisme. comment pouvez vous espérer attirer de nouveaux clients quand votre personnel manque à ce point de formation, d information et de savoir vivre ? commencez par former vos équipes et désignez des responsables compétents dans vos salles, ça évitera ce genre de comportement inacceptable.",0
1,negatif,"accueil médiocre au california gym boumhel. on m a refusé à deux reprises la possibilité de visiter les lieux avant de m inscrire. je recommande d autres salles, moins prétentieuses et plus professionnelles.",0
5,positif,"franco tunsisenne je peux vous dire que c est mieux qu en france! bluffée par les machines, les coachs presents avec des cours au top! le rpm est juste genial, la propreté j ai jamais vu ça!!!!!; les femmes de menage qui nettoient toute la journée!!! même les tapis, l un après l autre, ça existe pas ça en france!!!!!bref conquise par ce concept!!!",2
5,positif,"c gym boumhal est la meilleure des c gym a tt les niveaux : personnel, coachs, entretien, hygiène vraiment bon travail et bonne continuation peut être c merite une extension de l espace musculation vu le nombre d adhérant :)",2
5,positif,"parfait , mais j apprends tardivement que le hammam peut être mis en route à la demande .. dommage de ne pas le préciser",2
1,negatif,j ai eu le pire expérience avec eux . les personnelles a l accueille partagent des fausses informations juste pour que les gens payent leur abonnement c est leur première objectif.. pauvre personnelles,0
3,neutre,"personnel super et les coachs sont très professionnel top cependant petit bémol le vaporium n est tjr pas en service et les salles sont pas mal climatisé, trop chaud quand ont est en coaching",1
2,negatif,"c est très cher, et pourquoi obligent ils les gens à s abonner à plus d une salle ? il faut un abonnement à une seule salle",0
1,negatif,"venu pour faire une visite des lieux, mais les personnes à la réception refusent l entrée, même pour minutes. service à la clientèle nulle.",0
5,positif,"très propre, spacieuse, bien rangé. la meilleure dans la région grand tunis sud.",2
5,positif,un excellent club et une équipe professionnelle de coaching dès la réception jusqu aux plateaux d entraînement,2
5,positif,bien organisé et les conditions sanitaires durant le covid sont bien respectées.,2
5,positif,"très bon plan , professionnels , propres et organisés",2
5,positif,"excellent club, comme tout le réseau cg",2
4,positif,personnel gentil grande salle,2
5,positif,le top des salles de gym en tunisie,2
5,positif,high level pas pour les débutants,2
5,positif,toooop! dernière technologie du matrix,2
5,positif,j adore,2
5,positif,on trouve tt,2
5,positif,super,2
5,positif,exceptionnel,2
5,positif,magnifique,2
5,positif,,2
1,negatif,"cette salle de sport a une ambiance très désagréable à cause de sa clientèle peu recommandable. elle est toujours bondée, même en dehors des heures de pointe. les machines sont mal agencées et certaines restent hors service pendant de longues périodes. les vestiaires femmes dégagent constamment une odeur nauséabonde, ce qui rend l expérience encore plus pénible.",0
4,positif,"s ils avaient juste eu une piscine, ça aurait été étoiles à part ça, tout va bien.",2
5,positif,le e anniversaire de la fondation de l armée nationale tunisienne depuis le mars,2
4,positif,bien,2
5,positif,"une belle salle de sport californienne, un personnel super sympa et réactif et le matériel diversifié habituel de haute qualité.",2
1,negatif,personnel très impoli,0
1,negatif,"trop cher, ça ne vaut pas le coup du tout.",0
5,positif,le meilleur gym de la région!,2
5,positif,le meilleur club de la ville,2
5,positif,expérience behya,2
5,positif,haut,2
5,positif,salle de sport,2
2,negatif,"california gym est décevant pour plusieurs raisons. la salle est petite et bondée, ce qui rend l entraînement inconfortable. plusieurs machines sont en panne, et il semble n y avoir aucune maintenance régulière. une mauvaise expérience avec la nutritionniste, qui ne respecte pas les rendez vous et adopte une attitude très désagréable avec les clients.",0
2,negatif,"california gym est décevant pour plusieurs raisons. la salle est petite et constamment bondée, ce qui rend l entraînement inconfortable. de nombreuses machines sont en panne, et il semble n y avoir aucune maintenance régulière. j ai également eu une mauvaise expérience avec leur nutritionniste, qui ne respecte pas les rendez vous et adopte une attitude très désagréable envers les clients. le seul point positif est leur honnêteté : à plusieurs reprises, j ai oublié des affaires sur place, et ils me les ont toujours rendues.",0
4,positif,dommage que celle ci soit petite. il y a le matériel nécessaire pour une séance de sport !,2
1,negatif,je me demande combien de temps ça vous prends pour réparer la machine des quads ça fait environ mois qu elle soit en panne!! dérniérement la machine papillon a été disparu c quoi ça!! on ne paie pas une telle somme d argents pour ça! je vais pas renouveller mon abonnement je vais changer de salle avec mon groupe donc vous aller perdre adhérents.,0
5,positif,"je conseille vivement cg le bardo. en effet, un endroit convivial et propre avec un accueil chaleureux, sympathique et pro. le personnel est très pro, dynamique et réactif. les coachs sont très sympas,compétents et accessibles.",2
3,neutre,"l espace est beaucoup plus petit que pour les autres salles, donc il y a beaucoup d attente pour les machines, par contre les coachs sont toujours présents pour conseiller...",1
2,negatif,salle trop petite.cout trop élevé pour le nombre et la qualité de machines.toujours remplie.,0
2,negatif,"la salle pour le cross fit et extrêmement petite, le plus dommage c est que toutes les salles en dehors des cours soient fermés ! il ne reste que la musculation et la salle cardio( velo, tapis etc)...faire ces exercices au sol, de gainage, étirements et autres entre les machines de musculation je trouve cela très très moyen !",0
4,positif,"très bonne expérience fitness, équipe pro à la réception surtout mohamed ali et très bons coach, spécialement ahmed et mahdi.",2
3,neutre,"un peu plus d entretien ne serait pas de refus, c est honteux de ne pas trouver assez de tapis pendant les cours sans parler des casiers qui ne se ferment pas...",1
3,neutre,le seul inconvénient c qu il n y a pas de couverture réseau au plateau de musculation et le wifi n est pas opérationnel,1
1,negatif,le prix est trop élevé par rapport à la qualité d équipements de la salle.,0
5,positif,une belle salle et une belle ambiance,2
3,neutre,la salle est propre et sécurisée mais très étroite. manque d équipements de musculation..,1
1,negatif,réceptionniste catastrophe !! même pas inha besh tfaser al a t esha motivation kont de el netrena batalt hhhhh,0
4,positif,meilleur personnel de california gym a éviter les heures de pointe,2
4,positif,bien mais je préfère celui de ennaser,2
1,negatif,la salle est trop petite.,0
5,positif,une parfaite salle de sport ..,2
5,positif,service et accueil chaleureux,2
5,positif,les meilleurs c ma deuxième famille,2
4,positif,bonne mais un peux serré,2
5,positif,bien équipé et organisé,2
4,positif,très bon cours,2
5,positif,j adore,2
4,positif,salle de gymnastique,2
4,positif,magnifique,2
5,positif,"la meilleure administration de tous les temps. des coachs très dynamiques, une ambiance générale qui vous motive à vous donner à fond.",2
5,positif,bon travail,2
4,positif,belle et charmante salle de sport,2
5,positif,rejoignez nous pour une expérience sportive incroyable,2
4,positif,endroit propre mais petit,2
5,positif,la meilleure chaîne de salle de sport en tunisie !,2
5,positif,distingué,2
1,negatif,en deçà des attentes,0
5,positif,sportif,2
5,positif,"salle de sport exceptionnelle, et je suis ravi de partager mon expérience. la salle est immense, avec de nombreux espaces dédiés à différents types d activités sportives. elle peut accueillir un grand nombre d adhérents sans jamais se sentir surpeuplée. les machines sont impeccablement propres et bien entretenues, ce qui est essentiel pour une bonne séance d entraînement. la salle est dirigée par une équipe de coachs compétents et toujours prêts à aider les adhérents à atteindre leurs objectifs sportifs. les cours proposés sont variés et nombreux, offrant un large choix pour tous les goûts et niveaux. les vestiaires sont propres, bien aménagés et complets, offrant tout le confort nécessaire après une séance de sport intense. de plus, la salle dispose de toutes les installations nécessaires pour un entraînement complet. en résumé, cette salle de sport est un véritable havre pour les amateurs de fitness. avec ses équipements de qualité, ses coachs dévoués et ses installations complètes, elle offre tout ce qu il faut pour une expérience sportive optimale.",2
5,positif,excellente salle de sport,2
5,positif,"salle tres propre, très bien frequentée, personnel poli et souriant. c est la salle ou je me sens le mieux parmi toutes celles de la chaine california gym sans meme pouvoir l expliquer car elles sont toutes au top. une question d energie j imagine ou alors d amenagement",2
5,positif,une réception très chaleureuse de la part de mlle imen je salue très fortement et je l encourage vivement,2
5,positif,excellente salle de sport,2
5,positif,"propreté, matériel neuf, cours nombreux et diversifiés et excellents coachs.",2
4,positif,bonne salle de sport. propre et bien rangée. plus de disques et de barres seraient utiles pour les haltérophiles et les hommes forts ;),2
5,positif,"excellente salle de sport ! propre, spacieuse, confortable et peu fréquentée.",2
5,positif,propre personnel sympathique bien organisé pas trop de monde,2
5,positif,"excellent service, équipement d entraînement neuf, tout est impeccable. personnel sympathique.",2
5,positif,neuf et dispose d un bon équipement,2
5,positif,très bien,2
5,positif,jolie design,2
5,positif,bon,2
1,negatif,"lorsque j ai sollicité l aide d un coach pour m accompagner dans ma série d exercices d entrainement cependant, sa réponse a été qu il n était pas encore échauffé pour m aider. bravo pour la qualité de votre coach très professionnel !",0
5,positif,super une salle de sport avec des cours collectifs au top,2
5,positif,la meilleure des salle california gym,2
1,negatif,salle non entretenu et un personnel irrespectueux,0
1,negatif,service null matériel non rangé des machines défectueuses encombrante,0
1,negatif,personnelle professionnalisme,0
1,negatif,incompétence totale accueil,0
5,positif,les meilleurs !!,2
1,negatif,"pas professionnel du tout, zéro accueil pas de suivi entraînement, les pseudo entraîneurs sont la pour draguer les filles et pas pour s occuper de l entraînement des abonnés zéro sur zéro",0
1,negatif,"la femme de menage avec les cheveux noirs du matin est tres tres derangeante, elle n arrête pas de parler aux abonnes et en plus elle surveille ce que chacun fait, en plus de cela elle pose des questions sans arret merci de lui demander de faire son travail cad le nettoyage et pas de faire connaissance ou de la collectz d information ce n est pas son role svp svp svp merci de ne plus nois deranger pendant nos seanczs d entraînement",0
2,negatif,"j ai trouvé une place de parking, mais l attitude du personnel était mauvaise. hobestly ne s est même pas entraîné et a décidé d aller à la salle de sport menzah à proximité.",0
5,positif,super,2
5,positif,bonne ambiance,2
